Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
25-September-2017,189.90,191.65,183.60,188.55,187.097687108457787115,631158,6907,118088202.00,279835,44.34,8.05,-1.35
22-September-2017,194.90,198.70,189.35,190.30,193.432299142963798205,1039396,9019,201052758.00,425314,40.92,9.35,-4.60
21-September-2017,196.30,197.40,190.60,195.40,193.881095281705277126,856072,6910,165976177.00,425578,49.71,6.80,-0.90
20-September-2017,199.90,200.45,195.00,195.60,196.885947815779500725,701898,6457,138193853.00,331502,47.23,5.45,-4.30
19-September-2017,200.00,204.00,197.50,198.60,201.098750600672753483,953098,8399,191666817.00,494154,51.85,6.50,-1.40
18-September-2017,205.50,206.55,199.30,200.00,201.692807412960550311,1236537,9666,249400619.00,734949,59.44,7.25,-5.50
15-September-2017,209.00,212.00,202.45,203.25,206.886192478117168488,4405280,37500,911391606.00,1951957,44.31,9.55,-5.75
14-September-2017,206.30,206.30,201.20,206.30,205.999777700731176532,2073781,4520,427198425.00,2073781,100.00,5.10,0.00
13-September-2017,194.95,196.50,192.90,196.50,196.132160233166567218,871480,2010,170925255.00,871480,100.00,3.60,1.55
12-September-2017,194.20,197.80,184.10,187.15,189.513903127602780144,1664086,8710,315367433.00,1664086,100.00,13.70,-7.05
11-September-2017,203.90,206.00,192.30,193.60,196.275680893334128360,1157193,6169,227128844.00,1157193,100.00,13.70,-10.30
8-September-2017,201.00,205.70,198.10,201.80,202.512444790619803365,884587,6914,179139876.00,884587,100.00,7.60,0.80
7-September-2017,202.20,218.95,202.20,206.60,209.497218015960218328,4500565,21032,942855847.00,4500565,100.00,16.75,4.40
6-September-2017,212.80,212.80,212.80,212.80,212.799936386768447837,12576,251,2676172.00,12576,100.00,0.00,0.00
5-September-2017,224.00,224.00,224.00,224.00,224.000000000000000000,17835,249,3995040.00,17835,100.00,0.00,0.00
4-September-2017,235.75,235.75,235.75,235.75,235.749982290854997520,28234,438,6656165.00,28234,100.00,0.00,0.00
1-September-2017,261.20,264.00,248.15,248.15,252.575165749858856563,400302,2073,101106344.00,400302,100.00,15.85,-13.05
